annotator_nationalities,annotator_regions,annotator_understood_languages,data_point_nationality,data_point_attribute,data_point_language,stereotype_score,new_association
"['Paraguay', 'Mexico']","['Amambay (Paraguay)', 'Cuidad de Mexico (Mexico)', 'Asuncion (Paraguay)', 'Central (Paraguay)']","['en', 'es']",France,usar mucho bicicleta,en,5.0,True
"['Paraguay', 'Mexico']","['Amambay (Paraguay)', 'Cuidad de Mexico (Mexico)', 'Asuncion (Paraguay)', 'Central (Paraguay)']","['en', 'es']",Germany,usar mucho bicicleta,en,5.0,True
"['Paraguay', 'Mexico']","['Amambay (Paraguay)', 'Cuidad de Mexico (Mexico)', 'Asuncion (Paraguay)', 'Central (Paraguay)']","['en', 'es']",Netherlands,libre marihuana,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Japan,buena música,es,1.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Mexico,buena música,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Colombia,buena música,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Japan,en japón son buenos ciudadanos,es,5.0,True
['Mexico'],"['Cuidad de Mexico (Mexico)', 'Mexico (Mexico)']","['en', 'es']",Italy,speak loudly,es,5.0,False
['Mexico'],"['Cuidad de Mexico (Mexico)', 'Mexico (Mexico)']","['en', 'es']",China,speak loudly,es,5.0,True
['Mexico'],"['Cuidad de Mexico (Mexico)', 'Mexico (Mexico)']","['en', 'es']",United States,speak loudly,es,5.0,True
['Mexico'],"['Cuidad de Mexico (Mexico)', 'Mexico (Mexico)']","['en', 'es']",Italy,hand gestures,en,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Mexico,narcotráfico,es,5.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Colombia,narcotráfico,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Mexico,méxico es un país con mucha desigualdad,es,5.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",India,méxico es un país con mucha desigualdad,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",South Africa,méxico es un país con mucha desigualdad,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Brazil,méxico es un país con mucha desigualdad,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Mexico,nice food,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Mexico,en méxico se comen tacos,es,5.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Mexico,mucho smog,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Spain,celebraciones religiosas,es,5.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Mexico,celebraciones religiosas,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Spain,toreros,es,5.0,True
['Mexico'],"['Cuidad de Mexico (Mexico)', 'Mexico (Mexico)']","['en', 'es']",Cambodia,animales extraños,es,3.0,False
['Mexico'],"['Cuidad de Mexico (Mexico)', 'Mexico (Mexico)']","['en', 'es']",Australia,animales extraños,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Colombia,reggaeton,es,2.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Mexico,reggaeton,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Colombia,hacer música interesante,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Greece,buen clima,es,3.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Mexico,buen clima,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Greece,en grecia se hay gladiadores,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Mexico,salsas picantes,es,5.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",South Korea,salsas picantes,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",China,creatividad,es,5.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Japan,creatividad,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Mexico,creatividad,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",China,huele muy mal cuando cocinan,es,5.0,True
['Mexico'],"['Cuidad de Mexico (Mexico)', 'Mexico (Mexico)']","['en', 'es']",Finland,frio,es,5.0,False
['Mexico'],"['Cuidad de Mexico (Mexico)', 'Mexico (Mexico)']","['en', 'es']",Russia,frio,es,5.0,True
['Mexico'],"['Cuidad de Mexico (Mexico)', 'Mexico (Mexico)']","['en', 'es']",Canada,frio,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Mexico,son fiesteros,es,5.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Brazil,son fiesteros,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Colombia,son fiesteros,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Mexico,like to party,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Mexico,diversidad de ecosistemas,es,5.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",United States,diversidad de ecosistemas,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Mexico,diversidad animales,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Finland,seguridad,es,5.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Japan,seguridad,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Sweden,seguridad,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Finland,baja natalidad,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Mexico,tráfico de drogas,es,5.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Colombia,tráfico de drogas,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Mexico,la comida es buena,es,5.0,True
['Paraguay'],"['Asuncion (Paraguay)', 'Boqueron (Paraguay)', 'Itapua (Paraguay)']","['en', 'es']",Paraguay,hablan español,es,5.0,False
['Paraguay'],"['Asuncion (Paraguay)', 'Boqueron (Paraguay)', 'Itapua (Paraguay)']","['en', 'es']",Mexico,hablan español,es,5.0,True
['Paraguay'],"['Asuncion (Paraguay)', 'Boqueron (Paraguay)', 'Itapua (Paraguay)']","['en', 'es']",Argentina,hablan español,es,5.0,True
['Paraguay'],"['Asuncion (Paraguay)', 'Boqueron (Paraguay)', 'Itapua (Paraguay)']","['en', 'es']",Uruguay,hablan español,es,5.0,True
['Paraguay'],"['Asuncion (Paraguay)', 'Boqueron (Paraguay)', 'Itapua (Paraguay)']","['en', 'es']",Paraguay,hablan guaraní,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Mexico,buen clima,es,5.0,False
['Mexico'],"['Cuidad de Mexico (Mexico)', 'Mexico (Mexico)']","['en', 'es']",Mexico,no llegar a cuartos de final,es,5.0,False
['Mexico'],"['Cuidad de Mexico (Mexico)', 'Mexico (Mexico)']","['en', 'es']",Mexico,fiesteros,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Spain,fiestero,es,4.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Mexico,fiestero,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Spain,buena comida,es,5.0,True
['Mexico'],"['Cuidad de Mexico (Mexico)', 'Mexico (Mexico)']","['en', 'es']",Mexico,toman mucha cocacola,es,5.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Jamaica,corredores rápidos,es,5.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Senegal,corredores rápidos,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Jamaica,gorros coloridos,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Argentina,chamuyeros y charlatanes,es,1.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Saudi Arabia,chamuyeros y charlatanes,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Argentina,good at dancing,en,5.0,True
['Paraguay'],"['Asuncion (Paraguay)', 'Boqueron (Paraguay)', 'Itapua (Paraguay)']","['en', 'es']",Paraguay,en vías de desarrollo,es,5.0,False
['Paraguay'],"['Asuncion (Paraguay)', 'Boqueron (Paraguay)', 'Itapua (Paraguay)']","['en', 'es']",Bolivia,en vías de desarrollo,es,5.0,True
['Paraguay'],"['Asuncion (Paraguay)', 'Boqueron (Paraguay)', 'Itapua (Paraguay)']","['en', 'es']",Paraguay,ganadería,es,5.0,True
['Mexico'],"['Cuidad de Mexico (Mexico)', 'Mexico (Mexico)']","['en', 'es']",Italy,hospitalidad,es,3.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Spain,hablan español,es,,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Paraguay,hablan español,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Argentina,hablan español,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Uruguay,hablan español,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",El Salvador,hablan español,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Cuba,hablan español,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Guatemala,hablan español,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Peru,hablan español,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Colombia,hablan español,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Spain,pronuncian feo el idioma inglés,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Sweden,tiempo frío,es,4.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",United Kingdom,tiempo frío,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Spain,flamenco,es,5.0,False
['Paraguay'],"['Asuncion (Paraguay)', 'Boqueron (Paraguay)', 'Itapua (Paraguay)']","['en', 'es']",Paraguay,guaranies,es,5.0,False
['Paraguay'],"['Asuncion (Paraguay)', 'Boqueron (Paraguay)', 'Itapua (Paraguay)']","['en', 'es']",Bolivia,guaranies,es,5.0,True
['Paraguay'],"['Asuncion (Paraguay)', 'Boqueron (Paraguay)', 'Itapua (Paraguay)']","['en', 'es']",Paraguay,gente amable,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Mexico,inseguridad en las calles,es,5.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Brazil,inseguridad en las calles,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Colombia,inseguridad en las calles,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Mexico,is a huge desert,en,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Mexico,inseguridad en las calles,es,4.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Somalia,inseguridad en las calles,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Brazil,inseguridad en las calles,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Mexico,diversidad cultural,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Mexico,like to party,es,,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",United States,like to party,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Mexico,turístico,es,5.0,True
['Mexico'],"['Cuidad de Mexico (Mexico)', 'Mexico (Mexico)']","['en', 'es']",Argentina,hablan español,es,5.0,False
['Mexico'],"['Cuidad de Mexico (Mexico)', 'Mexico (Mexico)']","['en', 'es']",Mexico,hablan español,es,5.0,True
['Mexico'],"['Cuidad de Mexico (Mexico)', 'Mexico (Mexico)']","['en', 'es']",Colombia,hablan español,es,5.0,True
['Mexico'],"['Cuidad de Mexico (Mexico)', 'Mexico (Mexico)']","['en', 'es']",Peru,hablan español,es,5.0,True
['Mexico'],"['Cuidad de Mexico (Mexico)', 'Mexico (Mexico)']","['en', 'es']",Chile,hablan español,es,5.0,True
['Mexico'],"['Cuidad de Mexico (Mexico)', 'Mexico (Mexico)']","['en', 'es']",El Salvador,hablan español,es,5.0,True
['Mexico'],"['Cuidad de Mexico (Mexico)', 'Mexico (Mexico)']","['en', 'es']",Venezuela,hablan español,es,5.0,True
['Mexico'],"['Cuidad de Mexico (Mexico)', 'Mexico (Mexico)']","['en', 'es']",Bolivia,hablan español,es,5.0,True
['Mexico'],"['Cuidad de Mexico (Mexico)', 'Mexico (Mexico)']","['en', 'es']",Guatemala,hablan español,es,5.0,True
['Mexico'],"['Cuidad de Mexico (Mexico)', 'Mexico (Mexico)']","['en', 'es']",Paraguay,hablan español,es,5.0,True
['Mexico'],"['Cuidad de Mexico (Mexico)', 'Mexico (Mexico)']","['en', 'es']",Uruguay,hablan español,es,5.0,True
['Paraguay'],"['Asuncion (Paraguay)', 'Boqueron (Paraguay)', 'Itapua (Paraguay)']","['en', 'es']",Paraguay,la pobreza es común,es,4.0,False
['Paraguay'],"['Asuncion (Paraguay)', 'Boqueron (Paraguay)', 'Itapua (Paraguay)']","['en', 'es']",Bolivia,la pobreza es común,es,5.0,True
['Paraguay'],"['Asuncion (Paraguay)', 'Boqueron (Paraguay)', 'Itapua (Paraguay)']","['en', 'es']",Paraguay,narcotráfico,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Mexico,reggaeton,es,4.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Mexico,creatividad,es,4.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",United States,creatividad,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Mexico,close family relationships,en,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Mexico,fiesteros,es,5.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",United States,fiesteros,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Mexico,inseguridad,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Chile,unidad familiar,es,3.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Mexico,unidad familiar,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Colombia,unidad familiar,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Chile,live in mountains,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Mexico,playa,es,4.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Cuba,playa,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Mexico,street violence,en,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Russia,gente hermosa,es,4.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Ukraine,gente hermosa,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Netherlands,gente hermosa,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Argentina,gente hermosa,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Russia,son alcoholicos,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Mexico,fiesteros,es,4.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Syria,guerra,es,5.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Afghanistan,guerra,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Israel,guerra,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Mexico,fiesteros,es,5.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Colombia,fiesteros,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Brazil,fiesteros,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Mexico,archaeological sites,en,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Mexico,comida muy rica,es,5.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Italy,comida muy rica,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Japan,comida muy rica,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Mexico,comida muy rica,es,5.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Italy,comida muy rica,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Japan,comida muy rica,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Peru,comida muy rica,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Mexico,like to dance,en,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Mexico,close family relationships,en,5.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Chile,close family relationships,en,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Denmark,tiempo frío,es,5.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Canada,tiempo frío,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Denmark,excelente servicio de salud,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Mexico,les gusta el mezcal,es,4.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Brazil,son fiesteros,es,4.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Mexico,diversidad animales,es,5.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Australia,diversidad animales,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Brazil,diversidad animales,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Dominican Republic,diversidad animales,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Mexico,tacos,en,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Mexico,nice food,es,5.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Italy,nice food,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Japan,nice food,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Mexico,is a huge desert,en,4.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Egypt,is a huge desert,en,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Mexico,turístico,es,5.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",France,turístico,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Japan,turístico,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Mexico,mucho smog,es,4.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",China,mucho smog,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Mexico,comen tacos,es,5.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Costa Rica,hermosos paisajes,es,5.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Mexico,hermosos paisajes,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Japan,hermosos paisajes,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",New Zealand,hermosos paisajes,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Switzerland,hermosos paisajes,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Russia,friendly,en,2.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Canada,friendly,en,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Mexico,friendly,en,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Paraguay,narcotráfico,es,1.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Colombia,narcotráfico,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Mexico,narcotráfico,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",United States,narcotráfico,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['es', 'en']",Paraguay,beef,en,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Greece,islas paradisiacas,es,5.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Greece,cultura antigua,es,5.0,True
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",Mexico,en méxico no respetan las vialidades,es,3.0,False
['Mexico'],['Cuidad de Mexico (Mexico)'],"['en', 'es']",United States,en méxico no respetan las vialidades,es,5.0,True
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Japan,se caza mucho pescado,es,3.0,False
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Russia,comunista,es,5.0,False
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Germany,nazis,es,4.0,False
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Germany,austeros,es,5.0,True
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Argentina,música y baile excepcionales,es,4.0,False
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Argentina,les gusta habalr mucho,es,5.0,True
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Uruguay,unidad familiar,es,1.0,False
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Argentina,gente hermosa,es,4.0,False
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Argentina,comer mucha carne,es,5.0,False
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",United Kingdom,mala comida,es,5.0,False
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",United Kingdom,les gusta mucho tomar cerveza,es,5.0,True
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Argentina,intelectuales,es,4.0,False
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Argentina,les gusta leer,es,5.0,True
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Argentina,tomar mate,es,5.0,False
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Argentina,les gusta el dulce de leche,es,5.0,True
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Argentina,good at dancing,en,4.0,False
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Argentina,completo italiano,es,2.0,False
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Argentina,argentina también tiene raíces indígenas,es,5.0,True
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Argentina,problemas económicos y políticos,es,5.0,False
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Argentina,hablan muy rápido,es,4.0,False
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",United Kingdom,comer mal,es,5.0,False
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",United Kingdom,cenan temprano,es,5.0,True
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Ecuador,inseguridad en las calles,es,4.0,False
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Ecuador,gente muy cálida,es,5.0,True
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Italy,buen clima,es,3.0,False
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Italy,hay muchos carteristas,es,5.0,True
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Switzerland,tiene ciudades muy bellas,es,4.0,False
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Argentina,completo italiano,es,1.0,False
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Argentina,isla de pascua,es,1.0,False
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Argentina,sismos,es,1.0,False
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Argentina,empanadas,es,5.0,False
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Dominican Republic,la música salsa,es,3.0,False
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",United States,buen porcentaje de personas descendientes de italianos,es,1.0,False
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",United States,sin gracia,es,5.0,True
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Colombia,muy religiosos,es,,False
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Colombia,personas muy alegres,es,5.0,True
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Venezuela,ciudades peligrosas,es,5.0,False
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Venezuela,gente muy cálida,es,5.0,True
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Brazil,fiesteros,es,5.0,False
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Brazil,personas muy amorosas,es,5.0,True
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Mexico,inseguridad,es,,False
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",United States,advanced robotics,en,4.0,False
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",United States,tiene un grave problema de obesidad,es,5.0,True
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Brazil,rio de janeiro,es,4.0,False
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Brazil,magia,es,5.0,True
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Brazil,cristo luz,es,4.0,False
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Brazil,magia,es,5.0,True
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Argentina,gustan del futbol,es,5.0,False
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Colombia,unidad familiar,es,4.0,False
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Colombia,gente con muchas ganas de salir adelante,es,5.0,True
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Argentina,hermosos paisajes,es,4.0,False
['Argentina'],['Chaco (Argentina)'],"['en', 'es']",Uruguay,toman mate,es,3.0,False
